frame_index,decode_kind,profile,payload_offset,vendor_id,product_id,usage_page,usage,source_report_id,payload_length,contact_index,raw_contact_id,assigned_contact_id,raw_flags,assigned_flags,raw_x,raw_y,decoded_x,decoded_y,slot_offset,slot_hex
80,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x06127200,0x00000007,0x07,0x07,17937,768,2442,2156,10,070072120611460003
81,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0x9E1C8000,0x00000004,0x04,0x07,7693,768,3773,1724,1,0400801C9E0D1E0003
81,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x08127200,0x00000007,0x07,0x07,17937,768,2442,2157,10,070072120811460003
82,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA01C7E00,0x00000004,0x04,0x07,7693,768,3772,1725,1,04007E1CA00D1E0003
82,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x06127200,0x00000007,0x07,0x07,17937,768,2442,2156,10,070072120611460003
83,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA21C7E00,0x00000004,0x04,0x07,7693,768,3772,1726,1,04007E1CA20D1E0003
83,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x08127200,0x00000007,0x07,0x07,17937,768,2442,2157,10,070072120811460003
84,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA21C7E00,0x00000004,0x04,0x07,7693,768,3772,1726,1,04007E1CA20D1E0003
84,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x08127200,0x00000007,0x07,0x07,17937,768,2442,2157,10,070072120811460003
85,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA21C7E00,0x00000004,0x04,0x07,8205,768,3772,1726,1,04007E1CA20D200003
85,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0A127200,0x00000007,0x07,0x07,17937,768,2442,2158,10,070072120A11460003
86,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA41C7C00,0x00000004,0x04,0x07,8205,768,3771,1727,1,04007C1CA40D200003
86,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0A127200,0x00000007,0x07,0x07,17937,768,2442,2158,10,070072120A11460003
87,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA21C7C00,0x00000004,0x04,0x07,8205,768,3771,1726,1,04007C1CA20D200003
87,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0A127200,0x00000007,0x07,0x07,17937,768,2442,2158,10,070072120A11460003
88,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA21C7C00,0x00000004,0x04,0x07,8205,768,3771,1726,1,04007C1CA20D200003
88,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x08127200,0x00000007,0x07,0x07,17937,768,2442,2157,10,070072120811460003
89,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA21C7E00,0x00000004,0x04,0x07,8717,768,3772,1726,1,04007E1CA20D220003
89,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x08127200,0x00000007,0x07,0x07,17937,768,2442,2157,10,070072120811460003
90,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA01C7E00,0x00000004,0x04,0x07,8717,768,3772,1725,1,04007E1CA00D220003
90,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0A127000,0x00000007,0x07,0x07,17937,768,2441,2158,10,070070120A11460003
91,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA01C7E00,0x00000004,0x04,0x07,8717,768,3772,1725,1,04007E1CA00D220003
91,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0A127000,0x00000007,0x07,0x07,17937,768,2441,2158,10,070070120A11460003
92,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0x9E1C7E00,0x00000004,0x04,0x07,8717,768,3772,1724,1,04007E1C9E0D220003
92,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127000,0x00000007,0x07,0x07,17937,768,2441,2159,10,070070120C11460003
93,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0x9E1C7E00,0x00000004,0x04,0x07,8717,768,3772,1724,1,04007E1C9E0D220003
93,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127000,0x00000007,0x07,0x07,17937,768,2441,2159,10,070070120C11460003
94,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA01C8000,0x00000004,0x04,0x07,8205,768,3773,1725,1,0400801CA00D200003
94,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127000,0x00000007,0x07,0x07,17937,768,2441,2159,10,070070120C11460003
95,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA21C7E00,0x00000004,0x04,0x07,8205,768,3772,1726,1,04007E1CA20D200003
95,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127000,0x00000007,0x07,0x07,18449,768,2441,2159,10,070070120C11480003
96,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA41C7E00,0x00000004,0x04,0x07,8205,768,3772,1727,1,04007E1CA40D200003
96,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127000,0x00000007,0x07,0x07,18449,768,2441,2159,10,070070120C11480003
97,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA61C8000,0x00000004,0x04,0x07,8205,768,3773,1728,1,0400801CA60D200003
97,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127000,0x00000007,0x07,0x07,18449,768,2441,2159,10,070070120C11480003
98,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xA81C8000,0x00000004,0x04,0x07,8205,768,3773,1729,1,0400801CA80D200003
98,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127000,0x00000007,0x07,0x07,18449,768,2441,2159,10,070070120C11480003
99,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAA1C8200,0x00000004,0x04,0x07,8205,768,3774,1730,1,0400821CAA0D200003
99,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0C127200,0x00000007,0x07,0x07,18449,768,2442,2159,10,070072120C11480003
100,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAA1C8200,0x00000004,0x04,0x07,8205,768,3774,1730,1,0400821CAA0D200003
100,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0E127200,0x00000007,0x07,0x07,18449,768,2442,2160,10,070072120E11480003
101,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAC1C8000,0x00000004,0x04,0x07,8205,768,3773,1731,1,0400801CAC0D200003
101,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0E127000,0x00000007,0x07,0x07,18449,768,2441,2160,10,070070120E11480003
102,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAC1C8000,0x00000004,0x04,0x07,8205,768,3773,1731,1,0400801CAC0D200003
102,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0E127200,0x00000007,0x07,0x07,17937,768,2442,2160,10,070072120E11460003
103,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8000,0x00000004,0x04,0x07,8205,768,3773,1732,1,0400801CAE0D200003
103,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x0E127200,0x00000007,0x07,0x07,17937,768,2442,2160,10,070072120E11460003
104,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8000,0x00000004,0x04,0x07,8205,768,3773,1732,1,0400801CAE0D200003
104,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x10127200,0x00000007,0x07,0x07,17937,768,2442,2161,10,070072121011460003
105,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8000,0x00000004,0x04,0x07,8205,768,3773,1732,1,0400801CAE0D200003
105,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x10127200,0x00000007,0x07,0x07,17937,768,2442,2161,10,070072121011460003
106,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAC1C7E00,0x00000004,0x04,0x07,8205,768,3772,1731,1,04007E1CAC0D200003
106,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x10127200,0x00000007,0x07,0x07,17937,768,2442,2161,10,070072121011460003
107,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C7E00,0x00000004,0x04,0x07,8205,768,3772,1732,1,04007E1CAE0D200003
107,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x12127200,0x00000007,0x07,0x07,17937,768,2442,2162,10,070072121211460003
108,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8000,0x00000004,0x04,0x07,8205,768,3773,1732,1,0400801CAE0D200003
108,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x12127200,0x00000007,0x07,0x07,17937,768,2442,2162,10,070072121211460003
109,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8200,0x00000004,0x04,0x07,8205,768,3774,1732,1,0400821CAE0D200003
109,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x12127200,0x00000007,0x07,0x07,17937,768,2442,2162,10,070072121211460003
110,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAC1C8200,0x00000004,0x04,0x07,8205,768,3774,1731,1,0400821CAC0D200003
110,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x14127200,0x00000007,0x07,0x07,17937,768,2442,2163,10,070072121411460003
111,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAC1C8200,0x00000004,0x04,0x07,8717,768,3774,1731,1,0400821CAC0D220003
111,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x14127200,0x00000007,0x07,0x07,17937,768,2442,2163,10,070072121411460003
112,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8200,0x00000004,0x04,0x07,8717,768,3774,1732,1,0400821CAE0D220003
112,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x14127200,0x00000007,0x07,0x07,17937,768,2442,2163,10,070072121411460003
113,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8400,0x00000004,0x04,0x07,8717,768,3775,1732,1,0400841CAE0D220003
113,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x16127000,0x00000007,0x07,0x07,17937,768,2441,2164,10,070070121611460003
114,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xAE1C8400,0x00000004,0x04,0x07,8717,768,3775,1732,1,0400841CAE0D220003
114,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x16127000,0x00000007,0x07,0x07,18449,768,2441,2164,10,070070121611480003
115,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,0,0xB01C8200,0x00000004,0x04,0x07,8717,768,3774,1733,1,0400821CB00D220003
115,PtpNative,Official,0,0x004C,0x0324,0x00,0x00,0x05,50,1,0x16127000,0x00000007,0x07,0x07,18449,768,2441,2164,10,070070121611480003
